species	compartment	IC_Xinitialized	HGNC	Annotation	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14	Unnamed: 15
pHE3E4_PLCg	Cytoplasm	9.69047189689855E-46	NRG1, ERBB3, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000124181	ENSG00000197943							
pHE3HE4_PLCg	Cytoplasm	6.07240455192323E-61	NRG1, ERBB3, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000124181	ENSG00000197943							
pE2HE4_PLCg	Cytoplasm	2.92828827520812E-45	ERBB2, NRG1, ERBB4, PLCG1, PLCG2	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943							
pHE4Ev3_PLCg	Cytoplasm	3.90755815577783E-56	NRG1, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943								
pE1HE4_PLCg	Cytoplasm	3.39490841991654E-44	EGFR, NRG1, ERBB4, PLCG1, PLCG2	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943							
pE3HE4_PLCg	Cytoplasm	8.99217969900259E-46	ERBB3, NRG1, ERBB4, PLCG1, PLCG2	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943							
pHE4E4_PLCg	Cytoplasm	3.77913083795804E-73	NRG1, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943								
pHE4HE4_PLCg	Cytoplasm	1.29387815882122E-88	NRG1, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943								
pHGF_Met_Met_PLCg	Cytoplasm	9.07074978493712E-15	HGF, MET, PLCG1, PLCG2	ENSG00000019991	ENSG00000105976	ENSG00000124181	ENSG00000197943								
pHGF_Met_HGF_Met_PLCg	Cytoplasm	1.44341024859283E-28	HGF, MET, PLCG1, PLCG2	ENSG00000019991	ENSG00000105976	ENSG00000124181	ENSG00000197943								
pPPrPPr_PLCg	Cytoplasm	4.65848028025559E-43	PDGFB, PDGFRA, PDGFRB, PLCG1, PLCG2	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000124181	ENSG00000197943							
pPPrPr_PLCg	Cytoplasm	6.9528822220601E-40	PDGFB, PDGFRA, PDGFRB, PLCG1, PLCG2	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000124181	ENSG00000197943							
pFFrFFr_PLCg	Cytoplasm	1.88649505344731E-33	FGF1, FGF2, FGFR1, FGFR2, PLCG1, PLCG2	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000124181	ENSG00000197943						
pFFrFr_PLCg	Cytoplasm	1.28462229043853E-17	FGF1, FGF2, FGFR1, FGFR2, PLCG1, PLCG2	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000124181	ENSG00000197943						
pIIrIr_IRS_PLCg	Cytoplasm	2.43790862408355E-21	IGF1, IGF2, IGF1R, PLCG1, PLCG2	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000124181	ENSG00000197943							
pINS_Isr_Isr_IRS_PLCg	Cytoplasm	7.5278732987401E-19	INS, INSR, PLCG1, PLCG2	ENSG00000254647	ENSG00000171105	ENSG00000124181	ENSG00000197943								
pIIrIrI_IRS_PLCg	Cytoplasm	2.88311802711464E-40	IGF1, IGF2, IGF1R, PLCG1, PLCG2	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000124181	ENSG00000197943							
pINS_Isr_Isr_INS_IRS_PLCg	Cytoplasm	3.46670671479863E-36	INS, INSR, PLCG1, PLCG2	ENSG00000254647	ENSG00000171105	ENSG00000124181	ENSG00000197943								
pEE1E2_PI3K1	Cytoplasm	1.95679106927491E-17	EGF, EGFR, ERBB2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pEE1Ev3_PI3K1	Cytoplasm	3.60237351990204E-29	EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pEE1E1_PI3K1	Cytoplasm	2.43163293028911E-17	EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R5	ENSG00000138798	ENSG00000146648	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pEE1EE1_PI3K1	Cytoplasm	5.69796958604383E-35	EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R6	ENSG00000138798	ENSG00000146648	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pEE1E3_PI3K1	Cytoplasm	2.21822193925449E-17	EGF, EGFR, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pEE1HE3_PI3K1	Cytoplasm	1.15131323643445E-32	EGF, EGFR, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455
pEE1E4_PI3K1	Cytoplasm	1.06343054449364E-45	EGF, EGFR, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pEE1HE4_PI3K1	Cytoplasm	1.14639952321891E-60	EGF, EGFR, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455
pE2HE3_PI3K1	Cytoplasm	1.84858503408714E-16	ERBB2, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pHE3Ev3_PI3K1	Cytoplasm	2.04938452243434E-27	NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pE1HE3_PI3K1	Cytoplasm	1.78606098205932E-15	EGFR, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pHE3E4_PI3K1	Cytoplasm	3.84076305201374E-44	NRG1, ERBB3, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pHE3HE4_PI3K1	Cytoplasm	2.40676281293161E-59	NRG1, ERBB3, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pE2HE4_PI3K1	Cytoplasm	3.86971622934535E-44	ERBB2, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pHE4Ev3_PI3K1	Cytoplasm	3.44525154261941E-55	NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pE1HE4_PI3K1	Cytoplasm	2.98897415653414E-43	EGFR, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pE3HE4_PI3K1	Cytoplasm	3.56399893755957E-44	ERBB3, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pHE4E4_PI3K1	Cytoplasm	7.49778887630044E-72	NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pHE4HE4_PI3K1	Cytoplasm	2.56705201089279E-87	NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pHGF_Met_Met_PI3K1	Cytoplasm	8.99401369414555E-14	HGF, MET, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000019991	ENSG00000105976	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pHGF_Met_HGF_Met_PI3K1	Cytoplasm	1.43119984167833E-27	HGF, MET, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000019991	ENSG00000105976	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pPPrPPr_PI3K1	Cytoplasm	3.66660026298781E-42	PDGFB, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pPPrPr_PI3K1	Cytoplasm	5.47247991839295E-39	PDGFB, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pFFrFFr_PI3K1	Cytoplasm	8.72916440886592E-32	FGF1, FGF2, FGFR1, FGFR2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455
pFFrFr_PI3K1	Cytoplasm	2.26445214616345E-16	FGF1, FGF2, FGFR1, FGFR2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455
pIIrIr_IRS_PI3K1	Cytoplasm	1.12022269327475E-19	IGF1, IGF2, IGF1R, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pINS_Isr_Isr_IRS_PI3K1	Cytoplasm	2.04720418147177E-17	INS, INSR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000254647	ENSG00000171105	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pIIrIrI_IRS_PI3K1	Cytoplasm	1.32479709058133E-38	IGF1, IGF2, IGF1R, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pINS_Isr_Isr_INS_IRS_PI3K1	Cytoplasm	9.42770448104066E-35	INS, INSR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000254647	ENSG00000171105	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pEE1E2_PI3K2	Cytoplasm	1.68072650854215E-17	EGF, EGFR, ERBB2, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000011405								
pEE1Ev3_PI3K2	Cytoplasm	3.09414978616658E-29	EGF, EGFR, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000011405									
pEE1E1_PI3K2	Cytoplasm	2.08857756413176E-17	EGF, EGFR, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000011405									
pEE1EE1_PI3K2	Cytoplasm	4.89409523078463E-35	EGF, EGFR, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000011405									
pEE1E3_PI3K2	Cytoplasm	1.90527464769976E-17	EGF, EGFR, ERBB3, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000011405								
pEE1HE3_PI3K2	Cytoplasm	9.8888566864496E-33	EGF, EGFR, NRG1, ERBB3, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000011405							
pEE1E4_PI3K2	Cytoplasm	9.13306989678469E-46	EGF, EGFR, ERBB4, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000011405								
pEE1HE4_PI3K2	Cytoplasm	9.84563294774936E-61	EGF, EGFR, NRG1, ERBB4, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000011405							
pE2HE3_PI3K2	Cytoplasm	1.58715608994378E-16	ERBB2, NRG1, ERBB3, PIK3C2A	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000011405								
pHE3Ev3_PI3K2	Cytoplasm	1.75955829212065E-27	NRG1, ERBB3, PIK3C2A	ENSG00000157168	ENSG00000065361	ENSG00000011405									
pE1HE3_PI3K2	Cytoplasm	1.53408411030563E-15	EGFR, NRG1, ERBB3, PIK3C2A	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000011405								
pHE3E4_PI3K2	Cytoplasm	3.2972566998894E-44	NRG1, ERBB3, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000011405								
pHE3HE4_PI3K2	Cytoplasm	2.06618179111698E-59	NRG1, ERBB3, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000011405								
pE2HE4_PI3K2	Cytoplasm	3.32120582686428E-44	ERBB2, NRG1, ERBB4, PIK3C2A	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000011405								
pHE4Ev3_PI3K2	Cytoplasm	2.95439770669142E-55	NRG1, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000178568	ENSG00000011405									
pE1HE4_PI3K2	Cytoplasm	2.56702505494342E-43	EGFR, NRG1, ERBB4, PIK3C2A	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000011405								
pE3HE4_PI3K2	Cytoplasm	3.05965747329963E-44	ERBB3, NRG1, ERBB4, PIK3C2A	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000011405								
pHE4E4_PI3K2	Cytoplasm	6.42889306612968E-72	NRG1, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000178568	ENSG00000011405									
pHE4HE4_PI3K2	Cytoplasm	2.2010892649948E-87	NRG1, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000178568	ENSG00000011405									
pHGF_Met_Met_PI3K2	Cytoplasm	7.71549502604571E-14	HGF, MET, PIK3C2A	ENSG00000019991	ENSG00000105976	ENSG00000011405									
pHGF_Met_HGF_Met_PI3K2	Cytoplasm	1.22775125703242E-27	HGF, MET, PIK3C2A	ENSG00000019991	ENSG00000105976	ENSG00000011405									
pPPrPPr_PI3K2	Cytoplasm	3.17108176641769E-42	PDGFB, PDGFRA, PDGFRB, PIK3C2A	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000011405								
pPPrPr_PI3K2	Cytoplasm	4.73290788239954E-39	PDGFB, PDGFRA, PDGFRB, PIK3C2A	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000011405								
pFFrFFr_PI3K2	Cytoplasm	7.48829708062611E-32	FGF1, FGF2, FGFR1, FGFR2, PIK3C2A	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000011405							
pFFrFr_PI3K2	Cytoplasm	1.94255596966504E-16	FGF1, FGF2, FGFR1, FGFR2, PIK3C2A	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000011405							
pIIrIr_IRS_PI3K2	Cytoplasm	9.68017215736094E-20	IGF1, IGF2, IGF1R, PIK3C2A	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000011405								
pINS_Isr_Isr_IRS_PI3K2	Cytoplasm	1.76904905647455E-17	INS, INSR, PIK3C2A	ENSG00000254647	ENSG00000171105	ENSG00000011405									
pIIrIrI_IRS_PI3K2	Cytoplasm	1.14479593586505E-38	IGF1, IGF2, IGF1R, PIK3C2A	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000011405								
pINS_Isr_Isr_INS_IRS_PI3K2	Cytoplasm	8.14675539755959E-35	INS, INSR, PIK3C2A	ENSG00000254647	ENSG00000171105	ENSG00000011405									
pEE1E2int_G2_SOS_RasD	Cytoplasm	9.51435519995016E-20	EGF, EGFR, ERBB2, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pEE1Ev3int_G2_SOS_RasD	Cytoplasm	3.89226188597768E-31	EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pEE1E1int_G2_SOS_RasD	Cytoplasm	3.652669371761E-19	EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pEE1EE1int_G2_SOS_RasD	Cytoplasm	8.5592134039393E-37	EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pEE1E3int_G2_SOS_RasD	Cytoplasm	3.83492121651234E-20	EGF, EGFR, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pEE1HE3int_G2_SOS_RasD	Cytoplasm	1.99042133284421E-35	EGF, EGFR, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775			
pEE1E4int_G2_SOS_RasD	Cytoplasm	6.32595371916957E-48	EGF, EGFR, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pEE1HE4int_G2_SOS_RasD	Cytoplasm	6.81950648832436E-63	EGF, EGFR, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775			
pE2HE3int_G2_SOS_RasD	Cytoplasm	2.51169878896268E-20	ERBB2, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pHE3Ev3int_G2_SOS_RasD	Cytoplasm	3.81875461484269E-31	NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pE1HE3int_G2_SOS_RasD	Cytoplasm	3.08776875616724E-18	EGFR, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pHE3E4int_G2_SOS_RasD	Cytoplasm	6.71490926737734E-48	NRG1, ERBB3, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pHE3HE4int_G2_SOS_RasD	Cytoplasm	4.20780864688555E-63	NRG1, ERBB3, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pE2HE4int_G2_SOS_RasD	Cytoplasm	1.50298856192482E-47	ERBB2, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pHE4Ev3int_G2_SOS_RasD	Cytoplasm	2.20597754398381E-58	NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pE1HE4int_G2_SOS_RasD	Cytoplasm	1.77801766435705E-45	EGFR, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pE3HE4int_G2_SOS_RasD	Cytoplasm	6.23103512782267E-48	ERBB3, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pHE4E4int_G2_SOS_RasD	Cytoplasm	3.49433165817579E-75	NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pHE4HE4int_G2_SOS_RasD	Cytoplasm	1.19637034393209E-90	NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pHGF_Met_Metint_G2_SOS_RasD	Cytoplasm	6.97700851653218E-18	HGF, MET, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000019991	ENSG00000105976	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pHGF_Met_HGF_Metint_G2_SOS_RasD	Cytoplasm	1.11024063842154E-31	HGF, MET, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000019991	ENSG00000105976	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pPPrPPrint_G2_SOS_RasD	Cytoplasm	1.43491725980524E-46	PDGFB, PDGFRA, PDGFRB, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pPPrPrint_G2_SOS_RasD	Cytoplasm	2.14164493689328E-43	PDGFB, PDGFRA, PDGFRB, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
