Rxn_name	Comp_correction	Species	Ratelaw						
vR157	Cytoplasm	 INS + INS_Isr_Isr ; INS_Isr_Isr_INS	5.58E-06						
vR158	Cytoplasm	 INS_Isr_Isr_INS ; INS + INS_Isr_Isr	0.01						
vRP1_1	Cytoplasm	 EE1E2 ; pEE1E2	1						
vRP1_2	Cytoplasm	 EE1Ev3 ; pEE1Ev3	1						
vRP1_3	Cytoplasm	 EE1E1 ; pEE1E1	1						
vRP1_4	Cytoplasm	 EE1EE1 ; pEE1EE1	1						
vRP1_5	Cytoplasm	 EE1E3 ; pEE1E3	1						
vRP1_6	Cytoplasm	 EE1HE3 ; pEE1HE3	1						
vRP1_7	Cytoplasm	 EE1E4 ; pEE1E4	1						
vRP1_8	Cytoplasm	 EE1HE4 ; pEE1HE4	1						
vRP1_9	Cytoplasm	 E2HE3 ; pE2HE3	1						
vRP1_10	Cytoplasm	 HE3Ev3 ; pHE3Ev3	1						
vRP1_11	Cytoplasm	 E1HE3 ; pE1HE3	1						
vRP1_12	Cytoplasm	 HE3E4 ; pHE3E4	1						
vRP1_13	Cytoplasm	 HE3HE4 ; pHE3HE4	1						
vRP1_14	Cytoplasm	 E2HE4 ; pE2HE4	1						
vRP1_15	Cytoplasm	 HE4Ev3 ; pHE4Ev3	1						
vRP1_16	Cytoplasm	 E1HE4 ; pE1HE4	1						
vRP1_17	Cytoplasm	 E3HE4 ; pE3HE4	1						
vRP1_18	Cytoplasm	 HE4E4 ; pHE4E4	1						
vRP1_19	Cytoplasm	 HE4HE4 ; pHE4HE4	1						
vRP1_20	Cytoplasm	 HGF_Met_Met ; pHGF_Met_Met	1						
vRP1_21	Cytoplasm	 HGF_Met_HGF_Met ; pHGF_Met_HGF_Met	1						
vRP1_22	Cytoplasm	 PPrPPr ; pPPrPPr	1						
vRP1_23	Cytoplasm	 PPrPr ; pPPrPr	1						
vRP1_24	Cytoplasm	 FFrFFr ; pFFrFFr	1						
vRP1_25	Cytoplasm	 FFrFr ; pFFrFr	1						
vRP1_26	Cytoplasm	 IIrIr ; pIIrIr	1						
vRP1_27	Cytoplasm	 INS_Isr_Isr ; pINS_Isr_Isr	1						
vRP1_28	Cytoplasm	 IIrIrI ; pIIrIrI	1						
vRP1_29	Cytoplasm	 INS_Isr_Isr_INS ; pINS_Isr_Isr_INS	1						
vRP2_1	Cytoplasm	 pEE1E2 ; EE1E2	1						
vRP2_2	Cytoplasm	 pEE1Ev3 ; EE1Ev3	1						
vRP2_3	Cytoplasm	 pEE1E1 ; EE1E1	1						
vRP2_4	Cytoplasm	 pEE1EE1 ; EE1EE1	1						
vRP2_5	Cytoplasm	 pEE1E3 ; EE1E3	1						
vRP2_6	Cytoplasm	 pEE1HE3 ; EE1HE3	1						
vRP2_7	Cytoplasm	 pEE1E4 ; EE1E4	1						
vRP2_8	Cytoplasm	 pEE1HE4 ; EE1HE4	1						
vRP2_9	Cytoplasm	 pE2HE3 ; E2HE3	1						
vRP2_10	Cytoplasm	 pHE3Ev3 ; HE3Ev3	1						
vRP2_11	Cytoplasm	 pE1HE3 ; E1HE3	1						
vRP2_12	Cytoplasm	 pHE3E4 ; HE3E4	1						
vRP2_13	Cytoplasm	 pHE3HE4 ; HE3HE4	1						
vRP2_14	Cytoplasm	 pE2HE4 ; E2HE4	1						
vRP2_15	Cytoplasm	 pHE4Ev3 ; HE4Ev3	1						
vRP2_16	Cytoplasm	 pE1HE4 ; E1HE4	1						
vRP2_17	Cytoplasm	 pE3HE4 ; E3HE4	1						
vRP2_18	Cytoplasm	 pHE4E4 ; HE4E4	1						
vRP2_19	Cytoplasm	 pHE4HE4 ; HE4HE4	1						
vRP2_20	Cytoplasm	 pHGF_Met_Met ; HGF_Met_Met	1						
vRP2_21	Cytoplasm	 pHGF_Met_HGF_Met ; HGF_Met_HGF_Met	1						
vRP2_22	Cytoplasm	 pPPrPPr ; PPrPPr	1						
vRP2_23	Cytoplasm	 pPPrPr ; PPrPr	1						
vRP2_24	Cytoplasm	 pFFrFFr ; FFrFFr	1						
vRP2_25	Cytoplasm	 pFFrFr ; FFrFr	1						
vRP2_26	Cytoplasm	 pIIrIr ; IIrIr	1						
vRP2_27	Cytoplasm	 pINS_Isr_Isr ; INS_Isr_Isr	1						
vRP2_28	Cytoplasm	 pIIrIrI ; IIrIrI	1						
vRP2_29	Cytoplasm	 pINS_Isr_Isr_INS ; INS_Isr_Isr_INS	1						
vRP3_1	Cytoplasm	 EE1E2 + Sp ; Sp_EE1E2	0.001						
vRP3_2	Cytoplasm	 EE1Ev3 + Sp ; Sp_EE1Ev3	0.001						
vRP3_3	Cytoplasm	 EE1E1 + Sp ; Sp_EE1E1	0.001						
vRP3_4	Cytoplasm	 EE1EE1 + Sp ; Sp_EE1EE1	0.001						
vRP3_5	Cytoplasm	 EE1E3 + Sp ; Sp_EE1E3	0.001						
vRP3_6	Cytoplasm	 EE1HE3 + Sp ; Sp_EE1HE3	0.001						
vRP3_7	Cytoplasm	 EE1E4 + Sp ; Sp_EE1E4	0.001						
vRP3_8	Cytoplasm	 EE1HE4 + Sp ; Sp_EE1HE4	0.001						
vRP3_9	Cytoplasm	 E2HE3 + Sp ; Sp_E2HE3	0.001						
vRP3_10	Cytoplasm	 HE3Ev3 + Sp ; Sp_HE3Ev3	0.001						
vRP3_11	Cytoplasm	 E1HE3 + Sp ; Sp_E1HE3	0.001						
vRP3_12	Cytoplasm	 HE3E4 + Sp ; Sp_HE3E4	0.001						
vRP3_13	Cytoplasm	 HE3HE4 + Sp ; Sp_HE3HE4	0.001						
vRP3_14	Cytoplasm	 E2HE4 + Sp ; Sp_E2HE4	0.001						
vRP3_15	Cytoplasm	 HE4Ev3 + Sp ; Sp_HE4Ev3	0.001						
vRP3_16	Cytoplasm	 E1HE4 + Sp ; Sp_E1HE4	0.001						
vRP3_17	Cytoplasm	 E3HE4 + Sp ; Sp_E3HE4	0.001						
vRP3_18	Cytoplasm	 HE4E4 + Sp ; Sp_HE4E4	0.001						
vRP3_19	Cytoplasm	 HE4HE4 + Sp ; Sp_HE4HE4	0.001						
vRP3_20	Cytoplasm	 HGF_Met_Met + Sp ; Sp_HGF_Met_Met	0.001						
vRP3_21	Cytoplasm	 HGF_Met_HGF_Met + Sp ; Sp_HGF_Met_HGF_Met	0.001						
vRP3_22	Cytoplasm	 PPrPPr + Sp ; Sp_PPrPPr	0.001						
vRP3_23	Cytoplasm	 PPrPr + Sp ; Sp_PPrPr	0.001						
vRP3_24	Cytoplasm	 FFrFFr + Sp ; Sp_FFrFFr	0.001						
vRP3_25	Cytoplasm	 FFrFr + Sp ; Sp_FFrFr	0.001						
vRP3_26	Cytoplasm	 IIrIr + Sp ; Sp_IIrIr	0.001						
vRP3_27	Cytoplasm	 INS_Isr_Isr + Sp ; Sp_INS_Isr_Isr	0.001						
vRP3_28	Cytoplasm	 IIrIrI + Sp ; Sp_IIrIrI	0.001						
vRP3_29	Cytoplasm	 INS_Isr_Isr_INS + Sp ; Sp_INS_Isr_Isr_INS	0.001						
vRP4_1	Cytoplasm	 Sp_EE1E2 ; EE1E2 + Sp	0.001						
vRP4_2	Cytoplasm	 Sp_EE1Ev3 ; EE1Ev3 + Sp	0.001						
vRP4_3	Cytoplasm	 Sp_EE1E1 ; EE1E1 + Sp	0.001						
vRP4_4	Cytoplasm	 Sp_EE1EE1 ; EE1EE1 + Sp	0.001						
vRP4_5	Cytoplasm	 Sp_EE1E3 ; EE1E3 + Sp	0.001						
vRP4_6	Cytoplasm	 Sp_EE1HE3 ; EE1HE3 + Sp	0.001						
vRP4_7	Cytoplasm	 Sp_EE1E4 ; EE1E4 + Sp	0.001						
vRP4_8	Cytoplasm	 Sp_EE1HE4 ; EE1HE4 + Sp	0.001						
vRP4_9	Cytoplasm	 Sp_E2HE3 ; E2HE3 + Sp	0.001						
vRP4_10	Cytoplasm	 Sp_HE3Ev3 ; HE3Ev3 + Sp	0.001						
vRP4_11	Cytoplasm	 Sp_E1HE3 ; E1HE3 + Sp	0.001						
vRP4_12	Cytoplasm	 Sp_HE3E4 ; HE3E4 + Sp	0.001						
vRP4_13	Cytoplasm	 Sp_HE3HE4 ; HE3HE4 + Sp	0.001						
vRP4_14	Cytoplasm	 Sp_E2HE4 ; E2HE4 + Sp	0.001						
vRP4_15	Cytoplasm	 Sp_HE4Ev3 ; HE4Ev3 + Sp	0.001						
vRP4_16	Cytoplasm	 Sp_E1HE4 ; E1HE4 + Sp	0.001						
vRP4_17	Cytoplasm	 Sp_E3HE4 ; E3HE4 + Sp	0.001						
vRP4_18	Cytoplasm	 Sp_HE4E4 ; HE4E4 + Sp	0.001						
vRP4_19	Cytoplasm	 Sp_HE4HE4 ; HE4HE4 + Sp	0.001						
vRP4_20	Cytoplasm	 Sp_HGF_Met_Met ; HGF_Met_Met + Sp	0.001						
vRP4_21	Cytoplasm	 Sp_HGF_Met_HGF_Met ; HGF_Met_HGF_Met + Sp	0.001						
vRP4_22	Cytoplasm	 Sp_PPrPPr ; PPrPPr + Sp	0.001						
vRP4_23	Cytoplasm	 Sp_PPrPr ; PPrPr + Sp	0.001						
vRP4_24	Cytoplasm	 Sp_FFrFFr ; FFrFFr + Sp	0.001						
vRP4_25	Cytoplasm	 Sp_FFrFr ; FFrFr + Sp	0.001						
vRP4_26	Cytoplasm	 Sp_IIrIr ; IIrIr + Sp	0.001						
vRP4_27	Cytoplasm	 Sp_INS_Isr_Isr ; INS_Isr_Isr + Sp	0.001						
vRP4_28	Cytoplasm	 Sp_IIrIrI ; IIrIrI + Sp	0.001						
vRP4_29	Cytoplasm	 Sp_INS_Isr_Isr_INS ; INS_Isr_Isr_INS + Sp	0.001						
vRP5_1	Cytoplasm	 pEE1E2 ; pEE1E2int	(kRP51_1*((pEE1E2/(kRP51_2+pEE1E2))*Cbl))+(kRP51_3*pEE1E2)	0.001667	2	0.00016667			
vRP5_2	Cytoplasm	 pEE1Ev3 ; pEE1Ev3int	(kRP52_1*(pEE1Ev3/(kRP52_2+pEE1Ev3))*Cbl)+(kRP52_3*pEE1Ev3)	0.001667	2	0.00016667			
vRP5_3	Cytoplasm	 pEE1E1 ; pEE1E1int	(kRP53_1*(pEE1E1/(kRP53_2+pEE1E1))*Cbl)+(kRP53_3*pEE1E1)	0.004667	2	0.00016667			
vRP5_4	Cytoplasm	 pEE1EE1 ; pEE1EE1int	(kRP54_1*(pEE1EE1/(kRP54_2+pEE1EE1))*Cbl)+(kRP54_3*pEE1EE1)	0.004667	2	0.00016667			
vRP5_5	Cytoplasm	 pEE1E3 ; pEE1E3int	(kRP55_1*(pEE1E3/(kRP55_2+pEE1E3))*Cbl)+(kRP55_3*pEE1E3)	0.001667	2	0.00016667			
vRP5_6	Cytoplasm	 pEE1HE3 ; pEE1HE3int	(kRP56_1*(pEE1HE3/(kRP56_2+pEE1HE3))*Cbl)+(kRP56_3*pEE1HE3)	0.001667	2	0.00016667			
vRP5_7	Cytoplasm	 pEE1E4 ; pEE1E4int	(kRP57_1*(pEE1E4/(kRP57_2+pEE1E4))*Cbl)+(kRP57_3*pEE1E4)	0.001667	2	0.00016667			
vRP5_8	Cytoplasm	 pEE1HE4 ; pEE1HE4int	(kRP58_1*(pEE1HE4/(kRP58_2+pEE1HE4))*Cbl)+(kRP58_3*pEE1HE4)	0.001667	2	0.00016667			
vRP5_9	Cytoplasm	 pE2HE3 ; pE2HE3int	(kRP59_1*(pE2HE3/(kRP59_2+pE2HE3))*Cbl)+(kRP59_3*pE2HE3)	0.00016667	2	0.00016667			
vRP5_10	Cytoplasm	 pHE3Ev3 ; pHE3Ev3int	(kRP510_1*(pHE3Ev3/(kRP510_2+pHE3Ev3))*Cbl)+(kRP510_3*pHE3Ev3)	0.00016667	2	0.00016667			
vRP5_11	Cytoplasm	 pE1HE3 ; pE1HE3int	(kRP511_1*(pE1HE3/(kRP511_2+pE1HE3))*Cbl)+(kRP511_3*pE1HE3)	0.001667	2	0.00016667			
vRP5_12	Cytoplasm	 pHE3E4 ; pHE3E4int	(kRP512_1*(pHE3E4/(kRP512_2+pHE3E4))*Cbl)+(kRP512_3*pHE3E4)	0.00016667	2	0.00016667			
vRP5_13	Cytoplasm	 pHE3HE4 ; pHE3HE4int	(kRP513_1*(pHE3HE4/(kRP513_2+pHE3HE4))*Cbl)+(kRP513_3*pHE3HE4)	0.00016667	2	0.00016667			
vRP5_14	Cytoplasm	 pE2HE4 ; pE2HE4int	(kRP514_1*(pE2HE4/(kRP514_2+pE2HE4))*Cbl)+(kRP514_3*pE2HE4)	0.00016667	2	0.00016667			
vRP5_15	Cytoplasm	 pHE4Ev3 ; pHE4Ev3int	(kRP515_1*(pHE4Ev3/(kRP515_2+pHE4Ev3))*Cbl)+(kRP515_3*pHE4Ev3)	0.00016667	2	0.00016667			
vRP5_16	Cytoplasm	 pE1HE4 ; pE1HE4int	(kRP516_1*(pE1HE4/(kRP516_2+pE1HE4))*Cbl)+(kRP516_3*pE1HE4)	0.001667	2	0.00016667			
vRP5_17	Cytoplasm	 pE3HE4 ; pE3HE4int	(kRP517_1*(pE3HE4/(kRP517_2+pE3HE4))*Cbl)+(kRP517_3*pE3HE4)	0.00016667	2	0.00016667			
vRP5_18	Cytoplasm	 pHE4E4 ; pHE4E4int	(kRP518_1*(pHE4E4/(kRP518_2+pHE4E4))*Cbl)+(kRP518_3*pHE4E4)	0.00016667	2	0.00016667			
vRP5_19	Cytoplasm	 pHE4HE4 ; pHE4HE4int	(kRP519_1*(pHE4HE4/(kRP519_2+pHE4HE4))*Cbl)+(kRP519_3*pHE4HE4)	0.00016667	2	0.00016667			
vRP5_20	Cytoplasm	 pHGF_Met_Met ; pHGF_Met_Metint	(kRP520_1*(pHGF_Met_Met/(kRP520_2+pHGF_Met_Met))*Cbl)+(kRP520_3*pHGF_Met_Met)	0.00016667	2	0.00016667			
vRP5_21	Cytoplasm	 pHGF_Met_HGF_Met ; pHGF_Met_HGF_Metint	(kRP521_1*(pHGF_Met_HGF_Met/(kRP521_2+pHGF_Met_HGF_Met))*Cbl)+(kRP521_3*pHGF_Met_HGF_Met)	0.00016667	2	0.00016667			
vRP5_22	Cytoplasm	 pPPrPPr ; pPPrPPrint	(kRP522_1*(pPPrPPr/(kRP522_2+pPPrPPr))*Cbl)+(kRP522_3*pPPrPPr)	0.00016667	2	0.00016667			
vRP5_23	Cytoplasm	 pPPrPr ; pPPrPrint	(kRP523_1*(pPPrPr/(kRP523_2+pPPrPr))*Cbl)+(kRP523_3*pPPrPr)	0.00016667	2	0.00016667			
vRP5_24	Cytoplasm	 pFFrFFr ; pFFrFFrint	(kRP524_1*(pFFrFFr/(kRP524_2+pFFrFFr))*Cbl)+(kRP524_3*pFFrFFr)	0.00016667	2	0.00016667			
vRP5_25	Cytoplasm	 pFFrFr ; pFFrFrint	(kRP525_1*(pFFrFr/(kRP525_2+pFFrFr))*Cbl)+(kRP525_3*pFFrFr)	0.00016667	2	0.00016667			
vRP5_26	Cytoplasm	 pIIrIr ; pIIrIr_int	(kRP526_1*(pIIrIr/(kRP526_2+pIIrIr))*Cbl)+(kRP526_3*pIIrIr)	7.93E-05	2	0.00016667			
vRP5_27	Cytoplasm	 pINS_Isr_Isr ; pINS_Isr_Isr_int	(kRP527_1*(pINS_Isr_Isr/(kRP527_2+pINS_Isr_Isr))*Cbl)+(kRP527_3*pINS_Isr_Isr)	0.00016667	2	0.00016667			
vRP5_28	Cytoplasm	 pIIrIrI ; pIIrIrI_int	(kRP528_1*(pIIrIrI/(kRP528_2+pIIrIrI))*Cbl)+(kRP528_3*pIIrIrI)	7.93E-05	2	0.00016667			
vRP5_29	Cytoplasm	 pINS_Isr_Isr_INS ; pINS_Isr_Isr_INS_int	(kRP529_1*(pINS_Isr_Isr_INS/(kRP529_2+pINS_Isr_Isr_INS))*Cbl)+(kRP529_3*pINS_Isr_Isr_INS)	0.00016667	2	0.00016667			
vRP6_1	Cytoplasm	 pEE1E2int ; EE1E2int	1						
vRP6_2	Cytoplasm	 pEE1Ev3int ; EE1Ev3int	1						
vRP6_3	Cytoplasm	 pEE1E1int ; EE1E1int	1						
vRP6_4	Cytoplasm	 pEE1EE1int ; EE1EE1int	1						
vRP6_5	Cytoplasm	 pEE1E3int ; EE1E3int	1						
vRP6_6	Cytoplasm	 pEE1HE3int ; EE1HE3int	1						
vRP6_7	Cytoplasm	 pEE1E4int ; EE1E4int	1						
vRP6_8	Cytoplasm	 pEE1HE4int ; EE1HE4int	1						
vRP6_9	Cytoplasm	 pE2HE3int ; E2HE3int	1						
vRP6_10	Cytoplasm	 pHE3Ev3int ; HE3Ev3int	1						
vRP6_11	Cytoplasm	 pE1HE3int ; E1HE3int	1						
vRP6_12	Cytoplasm	 pHE3E4int ; HE3E4int	1						
vRP6_13	Cytoplasm	 pHE3HE4int ; HE3HE4int	1						
vRP6_14	Cytoplasm	 pE2HE4int ; E2HE4int	1						
vRP6_15	Cytoplasm	 pHE4Ev3int ; HE4Ev3int	1						
vRP6_16	Cytoplasm	 pE1HE4int ; E1HE4int	1						
vRP6_17	Cytoplasm	 pE3HE4int ; E3HE4int	1						
vRP6_18	Cytoplasm	 pHE4E4int ; HE4E4int	1						
vRP6_19	Cytoplasm	 pHE4HE4int ; HE4HE4int	1						
vRP6_20	Cytoplasm	 pHGF_Met_Metint ; HGF_Met_Metint	1						
vRP6_21	Cytoplasm	 pHGF_Met_HGF_Metint ; HGF_Met_HGF_Metint	1						
vRP6_22	Cytoplasm	 pPPrPPrint ; PPrPPrint	1						
vRP6_23	Cytoplasm	 pPPrPrint ; PPrPrint	1						
vRP6_24	Cytoplasm	 pFFrFFrint ; FFrFFrint	1						
vRP6_25	Cytoplasm	 pFFrFrint ; FFrFrint	1						
vRP6_26	Cytoplasm	 pIIrIr_int ; IIrIr_int	1						
vRP6_27	Cytoplasm	 pINS_Isr_Isr_int ; INS_Isr_Isr_int	1						
vRP6_28	Cytoplasm	 pIIrIrI_int ; IIrIrI_int	1						
vRP6_29	Cytoplasm	 pINS_Isr_Isr_INS_int ; INS_Isr_Isr_INS_int	1						
vRP7_1	Cytoplasm	 EE1E2int ; pEE1E2int	1						
vRP7_2	Cytoplasm	 EE1Ev3int ; pEE1Ev3int	1						
vRP7_3	Cytoplasm	 EE1E1int ; pEE1E1int	1						
vRP7_4	Cytoplasm	 EE1EE1int ; pEE1EE1int	1						
vRP7_5	Cytoplasm	 EE1E3int ; pEE1E3int	1						
vRP7_6	Cytoplasm	 EE1HE3int ; pEE1HE3int	1						
vRP7_7	Cytoplasm	 EE1E4int ; pEE1E4int	1						
vRP7_8	Cytoplasm	 EE1HE4int ; pEE1HE4int	1						
vRP7_9	Cytoplasm	 E2HE3int ; pE2HE3int	1						
vRP7_10	Cytoplasm	 HE3Ev3int ; pHE3Ev3int	1						
vRP7_11	Cytoplasm	 E1HE3int ; pE1HE3int	1						
vRP7_12	Cytoplasm	 HE3E4int ; pHE3E4int	1						
vRP7_13	Cytoplasm	 HE3HE4int ; pHE3HE4int	1						
vRP7_14	Cytoplasm	 E2HE4int ; pE2HE4int	1						
vRP7_15	Cytoplasm	 HE4Ev3int ; pHE4Ev3int	1						
vRP7_16	Cytoplasm	 E1HE4int ; pE1HE4int	1						
vRP7_17	Cytoplasm	 E3HE4int ; pE3HE4int	1						
vRP7_18	Cytoplasm	 HE4E4int ; pHE4E4int	1						
vRP7_19	Cytoplasm	 HE4HE4int ; pHE4HE4int	1						
vRP7_20	Cytoplasm	 HGF_Met_Metint ; pHGF_Met_Metint	1						
vRP7_21	Cytoplasm	 HGF_Met_HGF_Metint ; pHGF_Met_HGF_Metint	1						
vRP7_22	Cytoplasm	 PPrPPrint ; pPPrPPrint	1						
vRP7_23	Cytoplasm	 PPrPrint ; pPPrPrint	1						
vRP7_24	Cytoplasm	 FFrFFrint ; pFFrFFrint	1						
vRP7_25	Cytoplasm	 FFrFrint ; pFFrFrint	1						
vRP7_26	Cytoplasm	 IIrIr_int ; pIIrIr_int	1						
vRP7_27	Cytoplasm	 INS_Isr_Isr_int ; pINS_Isr_Isr_int	1						
vRP7_28	Cytoplasm	 IIrIrI_int ; pIIrIrI_int	1						
vRP7_29	Cytoplasm	 INS_Isr_Isr_INS_int ; pINS_Isr_Isr_INS_int	1						
vRP8_1	Cytoplasm	 EE1E2int ; EE1E2	0.00085205						
vRP8_2	Cytoplasm	 EE1Ev3int ; EE1Ev3	0.00085205						
vRP8_3	Cytoplasm	 EE1E1int ; EE1E1	0.00083711						
vRP8_4	Cytoplasm	 EE1EE1int ; EE1EE1	0.00083711						
vRP8_5	Cytoplasm	 EE1E3int ; EE1E3	0.00085205						
vRP8_6	Cytoplasm	 EE1HE3int ; EE1HE3	0.00085205						
vRP8_7	Cytoplasm	 EE1E4int ; EE1E4	0.00085205						
vRP8_8	Cytoplasm	 EE1HE4int ; EE1HE4	0.00085205						
vRP8_9	Cytoplasm	 E2HE3int ; E2HE3	0.0014						
vRP8_10	Cytoplasm	 HE3Ev3int ; HE3Ev3	0.0014						
vRP8_11	Cytoplasm	 E1HE3int ; E1HE3	0.00085205						
vRP8_12	Cytoplasm	 HE3E4int ; HE3E4	0.0014						
vRP8_13	Cytoplasm	 HE3HE4int ; HE3HE4	0.0014						
vRP8_14	Cytoplasm	 E2HE4int ; E2HE4	0.0014						
vRP8_15	Cytoplasm	 HE4Ev3int ; HE4Ev3	0.0014						
vRP8_16	Cytoplasm	 E1HE4int ; E1HE4	0.00085205						
vRP8_17	Cytoplasm	 E3HE4int ; E3HE4	0.0014						
vRP8_18	Cytoplasm	 HE4E4int ; HE4E4	0.0014						
vRP8_19	Cytoplasm	 HE4HE4int ; HE4HE4	0.0014						
vRP8_20	Cytoplasm	 HGF_Met_Metint ; HGF_Met_Met	0.0014						
vRP8_21	Cytoplasm	 HGF_Met_HGF_Metint ; HGF_Met_HGF_Met	0.0014						
vRP8_22	Cytoplasm	 PPrPPrint ; PPrPPr	0.0014						
vRP8_23	Cytoplasm	 PPrPrint ; PPrPr	0.0014						
vRP8_24	Cytoplasm	 FFrFFrint ; FFrFFr	0.0014						
vRP8_25	Cytoplasm	 FFrFrint ; FFrFr	0.0014						
vRP8_26	Cytoplasm	 IIrIr_int ; IIrIr	7.70E-07						
vRP8_27	Cytoplasm	 INS_Isr_Isr_int ; INS_Isr_Isr	3.20E-05						
vRP8_28	Cytoplasm	 IIrIrI_int ; IIrIrI	7.70E-07						
vRP8_29	Cytoplasm	 INS_Isr_Isr_INS_int ; INS_Isr_Isr_INS	3.20E-05						
vRP9_1	Cytoplasm	 pEE1E2int + G2_SOS ; pEE1E2int_G2_SOS	0.009						
vRP9_2	Cytoplasm	 pEE1Ev3int + G2_SOS ; pEE1Ev3int_G2_SOS	0.01						
vRP9_3	Cytoplasm	 pEE1E1int + G2_SOS ; pEE1E1int_G2_SOS	0.01						
vRP9_4	Cytoplasm	 pEE1EE1int + G2_SOS ; pEE1EE1int_G2_SOS	0.01						
vRP9_5	Cytoplasm	 pEE1E3int + G2_SOS ; pEE1E3int_G2_SOS	0.008						
vRP9_6	Cytoplasm	 pEE1HE3int + G2_SOS ; pEE1HE3int_G2_SOS	0.008						
vRP9_7	Cytoplasm	 pEE1E4int + G2_SOS ; pEE1E4int_G2_SOS	0.011						
vRP9_8	Cytoplasm	 pEE1HE4int + G2_SOS ; pEE1HE4int_G2_SOS	0.011						
vRP9_9	Cytoplasm	 pE2HE3int + G2_SOS ; pE2HE3int_G2_SOS	0.007						
vRP9_10	Cytoplasm	 pHE3Ev3int + G2_SOS ; pHE3Ev3int_G2_SOS	0.008						
vRP9_11	Cytoplasm	 pE1HE3int + G2_SOS ; pE1HE3int_G2_SOS	0.008						
vRP9_12	Cytoplasm	 pHE3E4int + G2_SOS ; pHE3E4int_G2_SOS	0.009						
vRP9_13	Cytoplasm	 pHE3HE4int + G2_SOS ; pHE3HE4int_G2_SOS	0.009						
vRP9_14	Cytoplasm	 pE2HE4int + G2_SOS ; pE2HE4int_G2_SOS	0.01						
vRP9_15	Cytoplasm	 pHE4Ev3int + G2_SOS ; pHE4Ev3int_G2_SOS	0.011						
vRP9_16	Cytoplasm	 pE1HE4int + G2_SOS ; pE1HE4int_G2_SOS	0.011						
vRP9_17	Cytoplasm	 pE3HE4int + G2_SOS ; pE3HE4int_G2_SOS	0.009						
vRP9_18	Cytoplasm	 pHE4E4int + G2_SOS ; pHE4E4int_G2_SOS	0.012						
vRP9_19	Cytoplasm	 pHE4HE4int + G2_SOS ; pHE4HE4int_G2_SOS	0.012						
vRP9_20	Cytoplasm	 pHGF_Met_Metint + G2_SOS ; pHGF_Met_Metint_G2_SOS	0.002						
vRP9_21	Cytoplasm	 pHGF_Met_HGF_Metint + G2_SOS ; pHGF_Met_HGF_Metint_G2_SOS	0.002						
vRP9_22	Cytoplasm	 pPPrPPrint + G2_SOS ; pPPrPPrint_G2_SOS	0.001						
vRP9_23	Cytoplasm	 pPPrPrint + G2_SOS ; pPPrPrint_G2_SOS	0.001						
vRP9_24	Cytoplasm	 pFFrFFrint + G2_SOS ; pFFrFFrint_G2_SOS	0.008						
vRP9_25	Cytoplasm	 pFFrFrint + G2_SOS ; pFFrFrint_G2_SOS	0.008						
vRP9_26	Cytoplasm	 pIIrIr_int_IRS + G2_SOS ; pIIrIr_int_IRS_G2_SOS	0.005						
vRP9_27	Cytoplasm	 pINS_Isr_Isr_int_IRS + G2_SOS ; pINS_Isr_Isr_int_IRS_G2_SOS	0.007						
vRP9_28	Cytoplasm	 pIIrIrI_int_IRS + G2_SOS ; pIIrIrI_int_IRS_G2_SOS	0.005						
vRP9_29	Cytoplasm	 pINS_Isr_Isr_INS_int_IRS + G2_SOS ; pINS_Isr_Isr_INS_int_IRS_G2_SOS	0.007						
vRP10_1	Cytoplasm	 pEE1E2int_G2_SOS ; pEE1E2int + G2_SOS	2.6						
vRP10_2	Cytoplasm	 pEE1Ev3int_G2_SOS ; pEE1Ev3int + G2_SOS	2.6						
vRP10_3	Cytoplasm	 pEE1E1int_G2_SOS ; pEE1E1int + G2_SOS	2.6						
vRP10_4	Cytoplasm	 pEE1EE1int_G2_SOS ; pEE1EE1int + G2_SOS	2.6						
vRP10_5	Cytoplasm	 pEE1E3int_G2_SOS ; pEE1E3int + G2_SOS	2.6						
vRP10_6	Cytoplasm	 pEE1HE3int_G2_SOS ; pEE1HE3int + G2_SOS	2.6						
vRP10_7	Cytoplasm	 pEE1E4int_G2_SOS ; pEE1E4int + G2_SOS	2.6						
vRP10_8	Cytoplasm	 pEE1HE4int_G2_SOS ; pEE1HE4int + G2_SOS	2.6						
vRP10_9	Cytoplasm	 pE2HE3int_G2_SOS ; pE2HE3int + G2_SOS	2.6						
vRP10_10	Cytoplasm	 pHE3Ev3int_G2_SOS ; pHE3Ev3int + G2_SOS	2.6						
vRP10_11	Cytoplasm	 pE1HE3int_G2_SOS ; pE1HE3int + G2_SOS	2.6						
vRP10_12	Cytoplasm	 pHE3E4int_G2_SOS ; pHE3E4int + G2_SOS	2.6						
vRP10_13	Cytoplasm	 pHE3HE4int_G2_SOS ; pHE3HE4int + G2_SOS	2.6						
vRP10_14	Cytoplasm	 pE2HE4int_G2_SOS ; pE2HE4int + G2_SOS	2.6						
vRP10_15	Cytoplasm	 pHE4Ev3int_G2_SOS ; pHE4Ev3int + G2_SOS	2.6						
vRP10_16	Cytoplasm	 pE1HE4int_G2_SOS ; pE1HE4int + G2_SOS	2.6						
vRP10_17	Cytoplasm	 pE3HE4int_G2_SOS ; pE3HE4int + G2_SOS	2.6						
vRP10_18	Cytoplasm	 pHE4E4int_G2_SOS ; pHE4E4int + G2_SOS	2.6						
vRP10_19	Cytoplasm	 pHE4HE4int_G2_SOS ; pHE4HE4int + G2_SOS	2.6						
